service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
5229,0,0,0,0,0,1,1,20200425,20200628
8041,1,1,1,1,1,1,1,20200425,20200701
7585,1,1,1,1,1,1,1,20200403,20200424
5557,0,0,0,0,0,1,1,20200504,20200628
7430,0,1,0,0,0,0,0,20200406,20200420
7873,0,1,1,1,1,0,0,20200403,20200424
711,1,0,0,0,0,0,0,20200427,20200629
2528,1,1,1,1,0,0,0,20200406,20200423
1998,1,1,1,1,0,0,0,20200525,20200701
14212,1,1,1,1,1,0,0,20200504,20200701
14213,0,0,0,0,0,1,1,20200508,20200628
14214,0,0,0,0,0,1,1,20200425,20200426
4082,0,0,0,0,1,0,1,20200525,20200628
14215,1,1,1,1,1,0,0,20200420,20200424
4077,0,0,0,0,0,1,0,20200404,20200418
4078,0,0,0,0,0,1,0,20200425,20200627
14216,1,1,1,1,0,0,0,20200427,20200430
4080,1,0,0,0,1,0,1,20200403,20200424
11093,1,1,1,1,1,0,0,20200403,20200417
1970,0,0,0,0,1,0,0,20200403,20200424
718,0,0,0,0,1,0,0,20200430,20200626
1102,0,0,0,0,1,0,1,20200501,20200503
14217,0,1,1,1,1,0,0,20200603,20200701
14218,0,1,1,1,1,0,0,20200428,20200619
14220,0,0,0,0,0,0,1,20200412,20200413
6405,1,0,0,0,0,0,1,20200405,20200419
11935,0,0,0,0,0,0,1,20200426,20200628
11279,0,0,0,0,0,1,1,20200425,20200628
13145,0,0,0,0,0,0,1,20200405,20200419
5622,0,1,1,1,1,0,0,20200403,20200424
3483,1,1,1,1,1,0,0,20200525,20200626
4823,1,1,1,1,0,0,0,20200518,20200618
8281,0,0,0,0,1,1,1,20200520,20200619
13878,1,1,1,1,0,0,0,20200406,20200426
8282,0,0,0,0,1,1,1,20200404,20200426
5252,1,1,1,1,0,0,0,20200406,20200517
14223,1,1,1,1,1,0,0,20200622,20200701
14224,0,0,0,0,0,0,1,20200504,20200517
14225,0,0,0,0,1,1,0,20200501,20200502
8666,1,1,1,1,1,1,1,20200425,20200701
8657,1,1,1,1,1,1,1,20200403,20200424
3367,0,0,0,0,0,0,1,20200405,20200628
6127,1,1,1,1,1,1,1,20200403,20200701
13284,0,1,1,1,1,1,0,20200403,20200701
13281,1,0,0,0,0,0,0,20200406,20200629
10778,1,1,1,1,1,0,1,20200405,20200424
10782,0,0,0,0,0,1,0,20200425,20200627
3434,1,1,1,1,0,0,0,20200406,20200423
8646,1,1,1,1,1,0,1,20200601,20200701
14226,1,1,1,1,1,0,1,20200403,20200424
14227,0,0,0,0,0,1,0,20200425,20200627
14228,1,0,0,0,0,0,1,20200405,20200419
14230,0,0,0,0,0,1,0,20200404,20200418
14231,1,1,1,1,1,0,1,20200426,20200701
14232,0,0,0,0,0,0,1,20200426,20200628
14233,1,1,1,1,1,1,0,20200403,20200424
14234,1,1,1,1,1,1,0,20200425,20200701
5365,1,1,1,1,1,1,1,20200425,20200701
6793,1,1,1,1,1,1,0,20200425,20200701
14236,1,1,1,1,0,0,0,20200511,20200528
14237,1,1,1,1,0,1,1,20200404,20200423
14238,1,1,1,1,0,1,1,20200425,20200701
7020,0,0,0,0,0,1,0,20200425,20200627
7023,0,1,1,1,1,0,0,20200623,20200701
7019,0,1,1,1,0,0,0,20200428,20200515
14240,0,0,0,0,1,0,0,20200430,20200626
14241,0,0,0,0,1,0,0,20200403,20200424
14244,0,0,0,0,0,0,1,20200426,20200628
7007,0,1,1,1,1,0,0,20200519,20200619
7008,0,0,1,1,1,0,0,20200415,20200417
1833,1,1,1,1,1,0,1,20200428,20200602
1834,1,1,1,1,1,1,1,20200601,20200701
1836,0,0,0,0,1,1,1,20200403,20200405
13536,0,0,0,1,0,0,0,20200430,20200510
13534,0,0,0,0,1,1,0,20200403,20200627
6051,0,1,1,1,0,0,0,20200505,20200519
6059,1,0,0,0,0,0,0,20200504,20200518
4445,1,1,1,1,1,1,1,20200403,20200701
8416,1,1,1,1,0,0,0,20200504,20200611
11394,0,0,0,0,1,1,1,20200403,20200628
10955,1,1,1,1,0,0,0,20200406,20200429
5264,1,1,1,1,1,1,1,20200403,20200701
4278,1,1,1,1,1,1,1,20200403,20200701
6664,0,0,0,0,0,1,1,20200404,20200701
1346,1,1,1,1,1,0,0,20200403,20200517
6661,1,1,1,1,1,0,0,20200403,20200517
11392,1,1,1,1,0,0,0,20200615,20200701
3694,1,1,1,1,1,1,1,20200403,20200701
14246,0,0,1,0,0,0,0,20200407,20200503
6063,0,0,0,0,0,0,1,20200503,20200628
14247,1,0,0,0,0,0,0,20200622,20200629
14248,0,1,0,1,0,0,0,20200526,20200701
8001,0,0,0,0,0,0,1,20200405,20200628
14249,1,1,1,1,0,0,0,20200525,20200611
6703,1,1,1,1,1,0,1,20200403,20200517
14250,1,0,0,0,0,0,0,20200420,20200503
14251,0,0,0,0,1,1,0,20200511,20200627
14252,1,1,1,1,0,0,0,20200406,20200426
5879,1,1,1,1,1,0,1,20200405,20200517
14253,0,0,0,0,1,0,0,20200403,20200424
14254,0,0,0,0,1,1,1,20200525,20200614
5236,0,1,1,1,1,0,0,20200505,20200520
3930,1,1,1,1,1,1,0,20200406,20200701
3933,0,0,0,0,0,0,1,20200405,20200628
3928,0,0,0,0,1,1,0,20200403,20200404
5744,1,1,1,1,0,0,0,20200406,20200517
5232,1,1,1,1,1,0,0,20200608,20200701
11167,1,1,1,1,1,1,1,20200403,20200701
1091,1,1,1,1,1,1,1,20200403,20200701
242,0,0,0,1,0,0,0,20200507,20200515
5610,1,1,1,1,1,1,1,20200403,20200419
11190,1,1,1,1,1,1,1,20200403,20200701
5291,1,1,1,1,1,1,1,20200403,20200701
14255,1,1,1,1,1,1,1,20200420,20200503
14256,1,1,1,1,1,1,1,20200504,20200701
5710,1,1,1,1,1,1,1,20200403,20200701
4685,1,1,1,1,1,1,0,20200406,20200701
2497,1,1,1,1,1,1,1,20200420,20200701
11077,1,1,1,1,1,1,1,20200403,20200419
9846,1,1,1,1,0,0,0,20200406,20200416
9847,1,1,1,1,1,0,1,20200403,20200517
9845,0,0,1,1,1,0,0,20200520,20200522
5379,1,1,1,1,0,0,1,20200405,20200625
3890,0,0,0,0,0,0,1,20200426,20200628
7277,1,0,0,1,1,0,0,20200403,20200417
7274,1,0,0,1,1,0,0,20200525,20200629
9835,1,0,0,0,0,0,1,20200405,20200419
5260,0,0,0,0,1,0,0,20200403,20200417
5261,0,0,0,0,1,0,0,20200525,20200626
12286,0,0,0,1,0,0,0,20200424,20200520
12288,0,0,0,0,1,0,0,20200403,20200417
10494,1,1,1,1,1,1,1,20200403,20200701
3448,0,1,0,1,1,0,0,20200403,20200417
13496,1,1,1,1,0,0,0,20200420,20200701
3449,1,0,0,0,0,0,1,20200405,20200419
3444,0,0,0,0,0,0,1,20200426,20200628
3442,0,0,0,0,1,0,0,20200525,20200619
9848,0,0,0,0,0,1,0,20200425,20200627
12289,1,0,0,0,0,0,0,20200602,20200622
8046,1,1,1,0,0,0,0,20200626,20200701
10229,0,0,0,0,0,1,0,20200425,20200627
5374,0,0,0,0,1,0,0,20200424,20200619
9334,1,1,1,1,1,1,1,20200403,20200419
5373,0,0,0,0,0,1,0,20200425,20200620
5376,0,0,0,0,0,1,0,20200404,20200418
7160,0,0,0,0,1,1,1,20200626,20200630
7162,1,1,1,1,1,0,0,20200420,20200426
7159,1,1,1,1,1,0,0,20200403,20200417
13492,0,0,0,1,0,0,0,20200427,20200510
13494,1,0,0,0,0,1,1,20200404,20200419
13487,0,0,0,0,0,1,1,20200425,20200628
5259,1,1,1,1,1,1,1,20200403,20200419
13489,1,1,1,1,1,0,0,20200403,20200417
10226,0,0,0,0,0,1,0,20200404,20200418
5786,1,1,1,1,1,1,0,20200403,20200701
4995,0,0,1,1,1,0,0,20200403,20200517
4997,1,1,0,0,0,0,0,20200406,20200630
4431,0,0,0,1,1,1,1,20200521,20200524
5573,1,0,1,1,1,1,1,20200403,20200419
5569,0,0,1,1,1,1,1,20200422,20200625
4980,0,0,0,0,0,0,1,20200426,20200628
4985,0,0,0,0,1,0,0,20200410,20200626
5026,0,0,0,0,0,0,1,20200419,20200628
5002,0,0,0,0,0,1,0,20200404,20200517
2415,0,0,0,1,0,1,1,20200521,20200524
9460,0,0,1,1,1,0,0,20200403,20200517
13704,0,1,0,0,1,0,0,20200403,20200417
13702,0,1,0,0,1,0,0,20200525,20200630
5783,1,0,0,0,0,0,1,20200405,20200419
12334,1,1,1,1,1,0,0,20200403,20200417
2500,1,1,1,1,1,0,1,20200403,20200419
11807,1,1,1,1,0,0,0,20200404,20200416
11808,0,0,0,0,1,1,1,20200403,20200418
11812,1,1,1,0,0,0,0,20200626,20200701
11811,0,0,0,0,1,1,1,20200424,20200524
5574,0,0,0,0,0,1,1,20200627,20200630
11804,1,1,1,1,0,0,0,20200504,20200517
12332,1,1,1,1,1,0,0,20200525,20200701
7545,1,1,1,1,1,0,1,20200525,20200701
3713,1,1,1,1,0,0,0,20200602,20200625
3712,0,0,0,0,1,1,1,20200529,20200621
4429,1,1,1,1,1,1,1,20200420,20200626
4427,1,1,1,1,1,1,1,20200403,20200419
6804,0,0,0,0,1,0,0,20200427,20200510
6807,0,0,0,0,0,1,1,20200404,20200419
7542,1,1,1,1,1,0,1,20200403,20200419
5971,0,0,0,0,0,1,1,20200425,20200628
4981,1,0,0,0,0,0,1,20200405,20200419
14257,0,0,0,0,0,0,1,20200517,20200628
14258,0,0,0,0,0,0,1,20200405,20200524
8092,1,1,1,1,1,1,1,20200403,20200419
8090,1,1,1,1,1,1,1,20200420,20200629
2320,0,1,1,0,0,0,0,20200630,20200701
14259,1,1,1,1,1,1,0,20200403,20200629
8085,1,1,1,1,1,1,1,20200403,20200701
5585,0,0,0,0,1,0,0,20200403,20200517
9266,1,1,1,1,1,1,1,20200406,20200701
6791,0,0,0,1,0,0,0,20200427,20200524
6179,0,0,0,0,0,0,1,20200405,20200628
5329,1,1,1,1,1,1,1,20200403,20200701
4561,0,0,0,0,0,0,1,20200405,20200628
14260,1,1,1,1,1,1,1,20200403,20200701
8067,1,1,1,1,1,1,1,20200403,20200701
8213,0,0,0,0,0,0,1,20200405,20200628
5746,1,1,1,1,1,1,1,20200403,20200701
9341,0,0,0,0,1,1,0,20200403,20200627
9338,0,0,0,0,0,0,1,20200405,20200628
9343,1,1,1,1,0,0,0,20200406,20200701
5711,1,1,1,1,1,1,0,20200403,20200517
779,0,0,0,0,0,0,1,20200531,20200601
57,1,1,1,1,1,0,0,20200518,20200612
7883,0,0,0,0,0,1,1,20200404,20200701
4899,1,1,0,0,0,0,0,20200406,20200414
8199,1,1,1,1,1,0,1,20200403,20200517
4901,0,0,1,1,1,0,0,20200403,20200503
5243,1,1,1,1,1,1,1,20200403,20200517
2656,1,1,1,1,1,1,0,20200403,20200517
5756,0,0,0,0,0,0,1,20200405,20200628
5753,1,1,1,1,0,0,0,20200406,20200701
5763,0,0,0,0,1,1,0,20200403,20200626
7742,0,0,0,0,1,0,0,20200501,20200510
3332,0,0,0,0,1,0,0,20200403,20200517
7740,0,0,0,0,0,1,0,20200411,20200627
7043,0,0,0,0,0,0,1,20200413,20200419
10372,0,0,0,0,0,0,1,20200404,20200628
5717,1,1,1,1,0,0,0,20200406,20200517
8561,0,1,1,1,0,1,0,20200616,20200701
8557,0,1,1,1,0,1,0,20200404,20200426
8262,0,0,0,0,1,0,1,20200403,20200412
1076,0,0,0,0,0,1,0,20200418,20200425
5766,0,0,0,0,0,1,0,20200620,20200627
2831,1,0,0,0,1,0,1,20200427,20200510
4335,1,1,1,1,0,1,0,20200404,20200517
8950,0,0,0,0,0,1,0,20200525,20200613
5846,0,0,0,0,1,0,0,20200501,20200510
5850,0,0,0,0,0,0,1,20200511,20200628
10566,1,1,1,1,0,1,0,20200404,20200517
4582,0,0,0,0,1,0,1,20200619,20200628
5854,0,0,0,0,0,1,0,20200425,20200627
5856,0,0,0,0,1,0,0,20200424,20200626
5963,0,0,0,0,0,0,1,20200405,20200628
4573,0,0,0,0,1,0,0,20200403,20200517
5521,0,0,0,0,1,0,0,20200403,20200626
5961,0,0,0,1,0,0,0,20200430,20200510
5788,1,0,0,0,1,0,1,20200427,20200510
4577,1,1,1,1,0,0,0,20200406,20200517
9165,1,1,1,1,0,0,0,20200406,20200517
5255,0,0,0,0,1,0,1,20200504,20200628
6326,0,1,1,1,1,0,0,20200601,20200701
11059,1,1,1,1,1,0,0,20200403,20200517
8271,0,0,0,0,0,0,1,20200403,20200628
6330,1,0,0,0,0,0,0,20200608,20200629
4451,1,0,0,0,1,0,1,20200403,20200419
4598,0,0,0,0,1,0,1,20200525,20200614
5321,1,1,1,1,0,1,0,20200615,20200629
3558,1,1,1,1,1,0,0,20200403,20200701
3554,0,0,0,0,0,1,0,20200411,20200627
8390,1,1,1,1,0,1,0,20200608,20200701
602,1,1,1,1,1,1,1,20200403,20200701
2458,0,0,0,0,1,0,0,20200501,20200510
5760,0,0,0,0,0,1,0,20200404,20200613
8284,0,0,0,0,0,1,1,20200404,20200628
2824,0,0,0,0,0,1,0,20200404,20200418
5332,1,1,1,0,1,1,0,20200427,20200510
2841,1,1,1,1,0,1,0,20200525,20200701
5335,1,1,1,1,0,1,0,20200404,20200416
5443,1,0,0,0,0,0,0,20200420,20200629
5447,0,1,1,1,1,0,0,20200608,20200701
9538,1,1,1,1,0,0,0,20200406,20200517
12403,1,1,1,1,1,0,0,20200403,20200417
12400,1,1,1,1,1,0,0,20200525,20200701
8532,1,1,1,1,1,0,0,20200403,20200517
10246,1,0,0,0,0,0,0,20200406,20200629
9050,1,0,0,0,0,1,0,20200404,20200426
9049,1,0,0,0,0,1,0,20200615,20200629
1061,0,0,0,0,0,0,1,20200419,20200426
6256,0,0,0,0,1,0,0,20200410,20200517
1429,1,1,1,1,1,0,1,20200403,20200517
5458,0,0,0,1,0,0,0,20200409,20200611
5464,0,0,0,1,0,0,0,20200618,20200625
5471,1,1,1,0,1,1,0,20200615,20200701
5465,1,1,1,0,1,1,0,20200403,20200613
10844,1,1,1,1,1,0,0,20200403,20200517
8105,1,0,0,0,1,0,1,20200427,20200510
8107,1,1,1,1,0,0,0,20200406,20200517
12398,0,0,0,0,0,1,1,20200525,20200628
13693,1,1,1,1,0,1,0,20200404,20200517
10993,0,0,0,0,1,0,1,20200525,20200614
4585,1,1,1,1,0,1,0,20200404,20200426
10998,1,1,1,1,0,1,0,20200615,20200629
13624,0,0,0,1,0,1,0,20200404,20200418
12267,0,0,0,0,1,0,1,20200504,20200628
7164,1,1,1,1,1,1,1,20200403,20200701
12277,0,0,0,0,0,1,0,20200509,20200627
12274,1,1,1,1,0,0,0,20200406,20200517
12271,0,0,0,0,0,1,0,20200411,20200510
13638,1,1,1,0,0,0,0,20200406,20200415
10438,1,1,1,1,1,1,1,20200403,20200701
13628,0,0,0,1,0,1,0,20200423,20200627
13636,0,0,0,0,1,0,1,20200525,20200628
13634,1,1,1,0,0,0,0,20200420,20200701
8684,1,1,1,1,0,1,0,20200404,20200517
5798,1,1,1,1,1,1,1,20200615,20200701
5797,1,1,1,1,1,1,1,20200403,20200614
5684,0,0,0,1,0,0,0,20200618,20200625
5682,1,1,1,0,1,1,0,20200615,20200701
11404,1,1,1,1,0,1,0,20200615,20200629
14262,1,1,1,1,0,1,0,20200525,20200701
8265,1,1,1,1,0,1,0,20200615,20200701
4588,0,0,0,0,0,1,0,20200525,20200613
10621,0,0,0,0,0,1,0,20200620,20200627
10612,1,1,1,0,0,0,0,20200406,20200611
10626,1,1,1,1,0,0,0,20200615,20200701
10624,0,0,0,1,0,0,0,20200409,20200514
10620,0,0,0,0,1,0,1,20200403,20200614
7609,1,1,1,1,1,0,0,20200511,20200531
3963,1,1,1,1,1,0,0,20200615,20200701
7604,0,0,0,0,0,1,0,20200620,20200627
4591,1,1,1,1,0,1,0,20200615,20200629
7252,1,1,1,1,1,0,1,20200403,20200517
3813,0,0,0,0,0,0,1,20200405,20200628
3814,1,1,1,1,0,0,0,20200406,20200517
5090,0,0,0,0,0,0,1,20200405,20200628
3917,0,0,0,0,0,1,0,20200404,20200627
3919,0,0,0,0,1,0,0,20200501,20200510
5338,0,0,0,0,1,0,0,20200403,20200517
3535,1,1,1,1,1,0,1,20200403,20200517
12916,0,0,0,0,0,1,1,20200601,20200628
12910,1,1,1,1,1,0,0,20200403,20200701
7364,0,0,0,0,0,0,1,20200426,20200510
7362,0,0,0,0,1,0,1,20200511,20200531
7366,1,1,1,1,0,0,0,20200420,20200531
9586,0,0,0,0,1,0,0,20200403,20200626
3459,0,0,0,0,0,0,1,20200405,20200628
1006,1,1,1,1,1,0,0,20200403,20200517
9614,0,0,0,1,0,0,0,20200409,20200625
9613,0,0,0,0,0,0,1,20200413,20200510
9616,1,1,1,0,1,0,0,20200403,20200701
9619,0,0,0,0,0,1,0,20200404,20200627
14263,0,0,0,0,0,0,1,20200405,20200628
3405,1,1,1,1,1,1,0,20200403,20200701
3891,0,0,0,0,0,0,1,20200510,20200628
11622,0,0,0,0,0,0,1,20200426,20200503
11623,1,0,0,0,0,0,1,20200413,20200419
2321,0,0,0,0,0,1,1,20200608,20200628
11625,1,1,1,1,1,0,0,20200403,20200517
2324,1,1,1,1,1,0,0,20200403,20200629
10633,1,1,1,1,1,1,1,20200403,20200701
1493,0,1,1,0,0,0,0,20200609,20200610
5599,0,0,0,0,1,1,1,20200608,20200628
736,0,0,0,0,0,0,1,20200614,20200628
740,1,1,1,1,0,0,0,20200608,20200701
5062,0,0,0,0,0,1,0,20200404,20200627
9278,0,0,0,0,0,1,1,20200404,20200628
7927,0,0,0,0,0,1,1,20200404,20200628
10339,1,1,1,1,1,1,1,20200403,20200701
496,1,1,1,1,1,0,0,20200403,20200701
9692,0,0,0,0,0,0,1,20200405,20200628
3421,0,0,0,0,0,0,1,20200405,20200628
11171,1,1,1,1,1,1,0,20200403,20200701
9687,1,1,1,1,1,1,0,20200403,20200701
14265,0,0,0,0,1,1,1,20200522,20200524
4836,0,0,0,0,0,1,1,20200404,20200628
5837,1,1,1,1,1,1,1,20200403,20200701
5344,1,1,1,1,1,1,0,20200403,20200701
3557,1,1,1,1,1,1,1,20200403,20200701
7866,1,1,1,1,1,1,1,20200403,20200701
5339,0,0,0,0,0,0,1,20200405,20200628
5560,1,1,1,1,1,0,0,20200406,20200517
10108,1,1,1,1,1,1,1,20200403,20200517
10962,1,1,1,1,1,1,1,20200403,20200701
9042,0,0,0,0,1,0,0,20200403,20200626
4898,1,1,1,1,1,0,1,20200518,20200612
5669,1,1,1,1,0,0,0,20200406,20200517
4904,0,0,0,0,0,1,1,20200404,20200701
112,0,0,0,0,0,1,1,20200523,20200524
8415,1,1,1,1,1,1,1,20200403,20200701
4968,1,1,1,1,1,1,1,20200403,20200701
13362,1,0,0,0,0,0,0,20200406,20200602
8848,1,0,0,0,0,0,0,20200608,20200629
6953,1,1,1,1,1,0,1,20200403,20200517
5558,1,1,1,1,1,1,1,20200403,20200701
7803,0,0,0,0,0,0,1,20200405,20200628
10753,1,1,1,1,1,1,1,20200403,20200701
9368,1,1,1,0,0,0,0,20200406,20200701
9371,0,0,0,1,0,0,0,20200427,20200510
5245,1,1,1,1,1,0,0,20200518,20200612
8028,0,0,0,0,0,0,1,20200607,20200628
5311,1,1,1,1,1,0,1,20200405,20200517
5493,1,1,1,1,1,0,0,20200406,20200517
10019,1,1,1,0,0,0,0,20200406,20200701
4703,1,1,1,1,1,1,1,20200403,20200701
10016,0,0,0,0,0,1,0,20200404,20200627
10021,0,0,0,1,0,0,0,20200409,20200625
6836,0,0,0,0,1,0,0,20200403,20200517
5687,0,0,0,0,0,0,1,20200405,20200628
13889,0,0,0,0,0,1,0,20200404,20200627
13892,1,1,1,1,1,0,1,20200403,20200517
3620,1,1,1,1,0,0,1,20200405,20200517
5691,0,0,0,1,0,0,0,20200427,20200510
4702,0,0,0,0,1,0,1,20200522,20200524
5644,1,1,1,1,1,0,0,20200403,20200412
5647,0,1,1,1,1,0,0,20200616,20200701
5642,0,0,0,0,0,1,1,20200404,20200628
9446,1,1,1,1,1,1,1,20200504,20200629
10197,0,0,0,0,0,0,1,20200405,20200628
5871,0,0,0,0,1,1,1,20200404,20200517
4652,0,0,0,0,0,1,0,20200404,20200627
14267,0,0,0,0,1,0,0,20200410,20200517
14268,1,1,1,1,0,0,0,20200406,20200517
1357,1,1,1,1,0,0,0,20200427,20200515
3659,1,1,1,1,1,0,0,20200608,20200701
1750,1,1,1,1,1,0,0,20200608,20200701
5032,0,0,0,0,0,1,1,20200518,20200628
5034,0,0,0,0,0,0,1,20200412,20200413
9783,1,1,1,1,1,0,1,20200518,20200701
1980,1,1,1,1,1,1,1,20200425,20200517
5991,1,1,1,1,1,0,1,20200426,20200517
5954,0,0,0,0,1,1,0,20200508,20200509
9782,1,1,1,1,0,0,1,20200426,20200517
6000,1,1,1,1,1,0,0,20200608,20200701
264,0,0,0,0,0,0,1,20200405,20200413
556,0,0,0,0,1,1,0,20200425,20200503
10500,0,0,0,0,0,0,1,20200405,20200628
12342,0,1,1,1,0,0,1,20200426,20200517
5956,0,0,0,0,0,1,0,20200518,20200627
2042,0,0,0,0,0,0,1,20200426,20200517
271,0,0,0,0,1,1,0,20200508,20200509
12344,0,1,1,1,1,0,1,20200615,20200628
5035,0,0,0,0,1,1,1,20200425,20200517
8496,0,0,0,0,0,0,1,20200608,20200628
10467,0,0,0,0,0,0,1,20200404,20200413
554,0,0,0,0,0,1,0,20200518,20200627
10468,1,1,1,1,1,1,1,20200518,20200701
9933,1,1,1,1,1,0,1,20200518,20200701
5661,1,1,1,1,1,1,1,20200403,20200701
3866,1,1,1,1,1,1,0,20200425,20200516
3290,0,0,0,0,0,0,1,20200405,20200419
3291,1,1,1,1,1,1,1,20200518,20200701
8124,0,0,0,0,1,0,0,20200403,20200626
4298,0,0,0,1,0,0,0,20200430,20200515
3868,1,1,1,1,1,1,0,20200608,20200701
4858,0,0,0,0,0,0,1,20200404,20200412
5986,1,1,1,1,1,1,1,20200403,20200701
3289,1,1,1,1,1,1,1,20200425,20200517
6225,0,0,0,0,1,0,1,20200426,20200517
6039,0,0,0,0,0,1,0,20200518,20200627
850,0,0,0,0,1,1,0,20200425,20200516
6232,0,0,0,0,1,0,1,20200427,20200628
7630,0,0,0,0,0,0,1,20200608,20200628
1670,0,0,0,0,1,1,1,20200508,20200510
4502,0,0,0,0,1,0,0,20200410,20200626
6442,1,1,1,1,1,1,0,20200425,20200516
6440,1,1,1,1,1,1,0,20200608,20200701
7323,0,1,1,1,0,0,1,20200413,20200517
7322,0,1,1,1,0,0,1,20200525,20200701
7155,1,1,1,1,1,1,1,20200405,20200701
4322,0,0,0,0,1,0,1,20200426,20200517
9819,0,1,1,1,0,1,0,20200425,20200516
5998,1,1,1,1,1,0,1,20200518,20200701
6036,1,1,1,1,1,0,0,20200511,20200619
6552,0,0,0,0,0,1,1,20200521,20200614
8682,0,0,0,0,1,1,1,20200425,20200503
9822,0,1,1,1,1,1,1,20200519,20200619
8117,1,1,1,1,1,0,1,20200405,20200426
8119,1,1,1,1,1,0,1,20200511,20200619
10537,0,0,0,0,1,0,1,20200520,20200619
5968,0,0,0,0,0,0,1,20200608,20200628
6456,1,0,0,0,0,0,0,20200420,20200531
5967,0,0,0,0,0,0,1,20200426,20200517
220,1,1,1,1,1,1,0,20200518,20200619
5873,0,0,0,0,1,1,0,20200425,20200516
5979,1,1,1,1,1,1,0,20200427,20200516
8823,1,1,1,1,1,1,0,20200425,20200516
6033,1,1,1,1,1,0,0,20200622,20200701
14269,0,0,0,0,0,1,0,20200518,20200627
6464,1,1,1,1,1,0,0,20200608,20200701
4821,1,1,1,1,1,1,1,20200425,20200517
4820,0,0,0,0,0,0,1,20200412,20200413
2303,0,0,1,1,1,0,0,20200526,20200612
10237,1,1,1,1,1,0,0,20200403,20200426
5920,1,1,1,1,1,0,0,20200608,20200701
8218,1,1,1,1,1,0,0,20200608,20200701
5903,0,1,1,1,1,0,0,20200602,20200605
6530,1,1,1,1,1,0,0,20200406,20200426
5726,0,0,0,0,0,1,0,20200509,20200516
5725,0,0,0,0,1,1,0,20200425,20200508
14270,0,0,0,0,0,1,0,20200411,20200627
14271,0,1,1,1,0,0,0,20200428,20200515
14272,0,1,1,1,1,0,0,20200403,20200701
14275,1,1,1,1,1,0,0,20200608,20200701
14276,1,1,1,1,1,0,0,20200615,20200701
1517,0,0,0,0,0,0,1,20200614,20200621
1514,0,0,0,0,0,0,1,20200510,20200517
14277,1,0,0,0,0,0,0,20200406,20200629
5924,1,1,1,1,1,0,0,20200518,20200701
14279,1,0,0,0,0,0,0,20200427,20200511
882,0,0,0,0,0,1,0,20200613,20200620
1749,1,1,1,1,1,0,0,20200608,20200701
848,0,0,0,0,0,1,0,20200518,20200627
6526,1,1,1,1,1,0,0,20200608,20200701
14284,0,0,0,0,0,0,1,20200531,20200607
7284,1,0,0,0,0,0,1,20200413,20200419
1512,0,0,0,0,0,0,1,20200518,20200531
7331,0,0,0,0,0,1,0,20200518,20200627
4909,0,0,0,0,0,0,1,20200608,20200628
9983,0,0,0,0,1,0,0,20200403,20200517
5360,0,0,0,0,1,0,0,20200403,20200626
5477,0,0,0,0,0,1,0,20200518,20200627
13904,1,1,1,1,1,0,0,20200406,20200424
1899,1,1,1,1,0,0,0,20200427,20200430
13905,0,1,1,1,1,0,0,20200526,20200612
5945,0,0,0,0,0,1,0,20200518,20200627
11473,1,0,0,0,0,0,0,20200518,20200525
13903,1,1,1,1,0,0,0,20200622,20200625
8223,0,0,0,0,0,0,1,20200426,20200517
10519,1,1,1,1,1,1,0,20200518,20200619
10516,1,1,1,1,1,1,0,20200425,20200515
5899,1,1,1,1,1,0,0,20200511,20200522
5898,1,1,1,1,1,0,0,20200525,20200529
629,1,1,1,1,0,0,0,20200427,20200507
4421,1,1,1,1,1,0,0,20200608,20200701
4713,1,1,1,1,0,0,0,20200427,20200515
12587,0,0,0,0,0,1,0,20200521,20200613
2977,1,1,1,1,0,0,0,20200525,20200701
2021,1,1,1,0,0,0,0,20200427,20200514
4712,1,0,0,0,0,0,1,20200413,20200419
4711,0,0,0,0,0,0,1,20200426,20200503
4865,1,0,0,0,0,0,0,20200420,20200629
4300,0,0,0,0,1,0,0,20200410,20200626
3162,1,0,0,0,0,0,0,20200608,20200701
3163,0,1,1,1,1,0,0,20200526,20200626
3170,1,1,1,1,0,0,0,20200427,20200522
2019,1,1,1,1,0,0,0,20200608,20200701
14288,0,0,1,1,1,0,0,20200403,20200426
3352,0,0,0,0,0,0,1,20200518,20200531
7633,0,0,0,0,0,0,1,20200412,20200413
14289,0,1,1,1,0,0,0,20200428,20200515
9920,0,0,0,1,0,0,0,20200409,20200423
14290,0,0,0,0,0,0,1,20200518,20200531
14291,1,1,0,0,0,0,0,20200518,20200630
10238,1,1,1,1,1,0,0,20200403,20200426
9918,1,1,1,1,0,0,0,20200525,20200701
14292,1,0,0,0,0,0,0,20200427,20200511
6617,0,0,0,0,0,0,1,20200405,20200628
9548,1,1,1,1,1,0,1,20200403,20200424
13236,0,0,0,0,0,1,1,20200411,20200412
9547,1,1,1,1,1,0,1,20200426,20200701
9546,0,0,0,0,0,1,0,20200425,20200627
4672,0,0,0,0,0,1,0,20200404,20200418
13077,1,1,1,1,0,1,1,20200404,20200423
13076,1,1,1,1,1,1,1,20200425,20200701
9465,1,0,0,0,0,1,1,20200404,20200419
653,1,1,1,1,1,1,1,20200425,20200701
5489,1,1,1,1,0,0,0,20200406,20200423
2246,0,0,0,0,0,1,0,20200404,20200418
2586,1,0,0,0,0,0,1,20200405,20200419
8194,1,0,0,0,0,1,1,20200404,20200419
8195,1,1,1,1,1,0,0,20200403,20200424
