;initial_search;name;ville;type;summary;image_src;wiki_link
50; Quartier de la Petite France;Petite France (Strasbourg);strasbourg;lieu;La Petite France est un quartier pittoresque du centre historique de Strasbourg. Situé sur la Grande Île, il est classé au patrimoine mondial de l'UNESCO depuis 1988.;http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Strasbourg_%283187697047%29.jpg/280px-Strasbourg_%283187697047%29.jpg;https://fr.wikipedia.org/wiki/Petite_France_(Strasbourg)
51; Ponts couverts;Ponts couverts (Strasbourg);strasbourg;lieu;Les ponts couverts de Strasbourg sont trois ponts enjambant l'Ill au cœur de la Petite France.;http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Panorama_de_Strasbourg_-_2014-02-02-_P1760343_-_P1760348.jpg/280px-Panorama_de_Strasbourg_-_2014-02-02-_P1760343_-_P1760348.jpg;https://fr.wikipedia.org/wiki/Ponts_couverts_(Strasbourg)
52; Place Broglie;Place Broglie;strasbourg;lieu;La place Broglie est une place située dans le centre historique de Strasbourg.;http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Place_broglie.JPG/280px-Place_broglie.JPG;https://fr.wikipedia.org/wiki/Place_Broglie
53; Parc de l’Orangerie;Parc de l'Orangerie;strasbourg;lieu;Le parc de l'Orangerie est un parc public de la ville de Strasbourg. Il est situé en face du Palais de l’Europe et proche des autres institutions européennes dans le quartier dit de l'Orangerie, au sein de la Neustadt. Sa superficie est de 26 hectares.;http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Absolute_Pavillon_Jos%C3%A9phine_01.jpg/280px-Absolute_Pavillon_Jos%C3%A9phine_01.jpg;https://fr.wikipedia.org/wiki/Parc_de_l%27Orangerie
54; Parlement Européen;Parlement européen;strasbourg;lieu;Le Parlement européen (PE) est l'organe parlementaire de l'Union européenne (UE) élu au suffrage universel direct. Il partage avec le Conseil de l'Union européenne le pouvoir législatif de l'Union européenne.;http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/European_Parliament_Strasbourg_Hemicycle_-_Diliff.jpg/250px-European_Parliament_Strasbourg_Hemicycle_-_Diliff.jpg;https://fr.wikipedia.org/wiki/Parlement_europ%C3%A9en
55; Château du Haut-Kœnigsbourg;Château du Haut-Kœnigsbourg;strasbourg;lieu;Le château du Haut-Kœnigsbourg est un château fort alsacien du XIIe siècle, profondément remanié au XVe siècle et restauré avant la Première Guerre mondiale sous Guillaume II. Le château se dresse sur la commune française d'Orschwiller dans le département du Bas-Rhin en région Grand Est, au sein de la région historique et culturelle d'Alsace.;http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Chateau_Haut_Koenigsbourg.JPG/280px-Chateau_Haut_Koenigsbourg.JPG;https://fr.wikipedia.org/wiki/Ch%C3%A2teau_du_Haut-K%C5%93nigsbourg
56; Place Kléber;Place Kléber;strasbourg;lieu;La place Kléber est la principale place publique du centre-ville de Strasbourg.;http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Place_Kl%C3%A9ber_on_a_rainy_day.jpg/300px-Place_Kl%C3%A9ber_on_a_rainy_day.jpg;https://fr.wikipedia.org/wiki/Place_Kl%C3%A9ber
57; Musée Archéologique;Musée archéologique de Strasbourg;strasbourg;museum;Le musée archéologique de la ville de Strasbourg est l'un des plus importants musées d’archéologie de France dans le domaine des « Antiquités nationales » après le musée d'archéologie nationale de Saint-Germain-en-Laye, près de Paris. Il est installé dans les vastes sous-sols du palais Rohan et présente plusieurs millénaires de l’histoire antique de l’Alsace et de ses habitants, depuis les origines lointaines du Paléolithique (600 000 ans av. J.-C.) jusqu'aux débuts du Moyen Âge (800 apr. J.-C.). Un parcours de 1 200 m2 s’organise autour de quatre grandes sections chronologiques : Préhistoire, Protohistoire, époque gallo-romaine, époque mérovingienne.;http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Cour_int%C3%A9rieure_Palais_des_Rohan_Strasbourg.jpg/260px-Cour_int%C3%A9rieure_Palais_des_Rohan_Strasbourg.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_arch%C3%A9ologique_de_Strasbourg
58; Musée des Beaux-Arts;Musée des Beaux-Arts de Strasbourg;strasbourg;museum;Le musée des Beaux-Arts de Strasbourg se trouve dans le palais des Rohan situé à côté de la cathédrale.;http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Le_Palais_des_Rohans.jpg/260px-Le_Palais_des_Rohans.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_Beaux-Arts_de_Strasbourg
59; Musée des arts décoratifs;Musée des arts décoratifs de Strasbourg;strasbourg;museum;Le musée des arts décoratifs de Strasbourg est installé au rez-de-chaussée de l’ancienne résidence des princes-évêques de la métropole alsacienne, le palais des Rohan.;http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Paul_Hannong_Strassburg.jpg/260px-Paul_Hannong_Strassburg.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_arts_d%C3%A9coratifs_de_Strasbourg
60; Musée d’art moderne et contemporain(MAMCS);Musée d'Art moderne et contemporain de Strasbourg;strasbourg;museum;Le musée d'Art moderne et contemporain de Strasbourg (MAMCS) a été inauguré par Catherine Trautmann, alors ministre de la Culture et ancien maire de Strasbourg, en décembre 1998. Il est construit, par l'architecte Adrien Fainsilber, sur la rive gauche de l'Ill, face au siège du conseil général du Bas-Rhin et à proximité du barrage Vauban et du quartier pittoresque de la Petite France. La place Jean-Arp, sur laquelle s'ouvre le musée, accueille également sur sa partie nord l'École nationale d'administration, installée dans l'ancienne prison Sainte-Marguerite.;http://upload.wikimedia.org/wikipedia/fr/thumb/d/d2/Mamcs-c%C3%B4t%C3%A9PetiteFrance.jpg/260px-Mamcs-c%C3%B4t%C3%A9PetiteFrance.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_d%27Art_moderne_et_contemporain_de_Strasbourg
61; Maison historique de Strasbourg;Maison de Goethe (Strasbourg);strasbourg;museum;La maison de Goethe à Strasbourg (Goethe-Haus in Straßburg en allemand) est une maison de ville à colombages alsacienne traditionnelle, historique, du XVIe siècle, du quartier de la Grande Île de Strasbourg, dans le centre-ville historique de Strasbourg, dans le Bas-Rhin en Alsace dans le Grand Est. Johann Wolfgang von Goethe (1749-1832) philosophe, dramaturge, homme d'état allemand, considéré comme un des auteurs les plus importants de la littérature allemande, y vécut dans une chambre d'étudiant du second étage, en 1770 et 1771, durant ses études de Droit à l’Université de Strasbourg.;http://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Maison_Goethe_Strasbourg.jpg/280px-Maison_Goethe_Strasbourg.jpg;https://fr.wikipedia.org/wiki/Maison_de_Goethe_(Strasbourg)
62; Musée Zoologique;Musée zoologique de la ville de Strasbourg;strasbourg;museum;Le musée zoologique de la ville de Strasbourg présente des collections de zoologie appartenant à la ville de Strasbourg et gérées par l'université de Strasbourg. Il est situé boulevard de la Victoire à proximité du campus historique.;http://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Mus%C3%A9e_zoologique_de_Strasbourg.JPG/260px-Mus%C3%A9e_zoologique_de_Strasbourg.JPG;https://fr.wikipedia.org/wiki/Mus%C3%A9e_zoologique_de_la_ville_de_Strasbourg
63; Musée Alsacien;Musée alsacien;strasbourg;museum;Le Musée alsacien de la ville de Strasbourg est un musée d’arts et traditions populaires, présentant les témoignages de la vie alsacienne traditionnelle du XVIIe au XXe siècle : habitat, mobilier, objets du quotidien, céramiques, costumes, objets religieux, jouets, artisanat. Ils sont présentés pour la plupart dans des reconstitutions d’intérieurs et d’ateliers d’artisans. Le Musée alsacien est notamment dépositaire depuis l’origine d’une importante collection confiée par la Société d'histoire des Israélites d'Alsace et de Lorraine permettant de présenter, en association aux collections dont le musée est propriétaire, le patrimoine culturel des Juifs d’Alsace.;http://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Strasbourg_23_et_24_quai_saint_Nicolas_Mus%C3%A9e_alsacien.jpg/260px-Strasbourg_23_et_24_quai_saint_Nicolas_Mus%C3%A9e_alsacien.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_alsacien
64; Le baeckeoffe;Baeckeoffe;strasbourg;food;Le baeckeoffe [bèke-ofe] (Bas-Rhin et Moselle germanophone) ou Baeckaoffa (Haut-Rhin) (Bäckerofen, littéralement four à pain en allemand), est un plat traditionnel emblématique de la cuisine alsacienne, à base de pommes de terre, de légumes, et d'assortiment de viandes d'agneau, de bœuf et de porc, mariné, puis mijoté à l'étouffée sur plus de 24 heures dans une terrine, avec des épices, et du vin blanc du vignoble d'Alsace.;http://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Baeckeoffe_01.JPG/280px-Baeckeoffe_01.JPG;https://fr.wikipedia.org/wiki/Baeckeoffe
65; Le Flammekueche;Tarte flambée;strasbourg;food;La tarte flambée ou Flammekueche est une recette traditionnelle des cuisine alsacienne, cuisine lorraine de la Moselle germanophone, et de la cuisine allemande des régions adjacentes du Pays de Bade, du Palatinat.;http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Tarte_flamb%C3%A9e_03.jpg/280px-Tarte_flamb%C3%A9e_03.jpg;https://fr.wikipedia.org/wiki/Tarte_flamb%C3%A9e
66; La choucroute;Choucroute d'Alsace;strasbourg;food;La choucroute d’Alsace est une préparation alimentaire traditionnelle de choucroute de la cuisine alsacienne et de la cuisine française, obtenue par fermentation naturelle de variétés sélectionnées de chou cabus.;http://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Choucroute_d%27Alsace_004.jpg/280px-Choucroute_d%27Alsace_004.jpg;https://fr.wikipedia.org/wiki/Choucroute_d%27Alsace
67; Le Bretzel;Bretzel;strasbourg;food;Un ou une, bretzel est une pâtisserie salée traditionnelle typique de l'Alsace et de la Bavière qui se disputent l'appartenance, à base de pâte de brioche, pochée dans une solution alcaline, en forme de nœud ou de bras entrelacés, et recouvert d'éclats de gros sel.;http://upload.wikimedia.org/wikipedia/commons/thumb/3/30/BrezelnSalz02_%28cropped%29.JPG/280px-BrezelnSalz02_%28cropped%29.JPG;https://fr.wikipedia.org/wiki/Bretzel
68; Les Spatzles;Spätzle;strasbourg;food;Les spätzle ([ˈʃpɛtslə], en haut-alémanique : spätzli, [ˈʃpɛtsli]) sont une préparation culinaire de pâtes de la région rassemblant l'Allemagne du Sud, la Suisse, l'Italie alpine, l'Autriche de l'ouest et l'Alsace-Moselle. Spätzle est un mot souabe, diminutif de Spatzen (moineaux). On doit ce nom au fait que, lorsque les spätzle sont cuits et mis dans une assiette, cela ressemble à un nid de moineau. En région Franche-Comté on les connaît aussi sous le nom familier de guilles d'âne.;http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/March%C3%A9_Noel_Riquewihr_020.JPG/280px-March%C3%A9_Noel_Riquewihr_020.JPG;https://fr.wikipedia.org/wiki/Sp%C3%A4tzle
69; La Mannala;Mannele;strasbourg;food;De l'alémanique alsacien et du francique lorrain petit bonhomme, un Man(n)ele (ou Man(n)ala, dans le sud de l'Alsace) est une brioche en forme de petit bonhomme préparé par les boulangers de tradition germanique pour la Saint-Nicolas, ainsi que par beaucoup de familles alsaciennes, lorraines, et plus généralement allemandes.  La pâtisserie est également nommée « petit Saint-Nicolas » en Lorraine, Coualé en Lorraine romane (principalement dans les Vosges) signifiant « tordu » en dialecte lorrain rappelant ainsi la forme tortillé que prend le bonhomme et Jean Bonhomme en Franche-Comté. En Allemagne, elles sont appelées Dambedei, Stutenkerl, Waeckmann, etc. selon les dialectes. En Suisse, on retrouve cette pâtisserie sous les noms de Grittibänz ou Grättima(nn).;http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Mannele.jpg/220px-Mannele.jpg;https://fr.wikipedia.org/wiki/Mannele
70; Le Kougelhopf;Kougelhopf;strasbourg;food;Le kougelhopf, de son nom originel alsacien, ou encore kouglof, kougelhof, kugelhof, kugelopf,  kugelhopf ou kouglouf (en alsacien (Haut-Rhin) Kugelhupf, en allemand Gugelhupf, en francique lorrain Fùrmekùùche, en tchèque Bábovka) est une spécialité alsacienne, de l'Autriche, de la Tchéquie et du sud de l'Allemagne. ;http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Moules_%C3%A0_kouglof_anciens.JPG/220px-Moules_%C3%A0_kouglof_anciens.JPG;https://fr.wikipedia.org/wiki/Kougelhopf
71; Le Pain d’Epice;Pain d'épices;strasbourg;food;Le pain d'épices (ou pain d'épice) est un gâteau au miel, agrémenté d'épices diverses comme la cannelle, la coriandre, le gingembre ou l'anis étoilé (badiane).;http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Pain_depices_p1050128.jpg/280px-Pain_depices_p1050128.jpg;https://fr.wikipedia.org/wiki/Pain_d%27%C3%A9pices
72; La tarte flambée;Tarte flambée;strasbourg;food;La tarte flambée ou Flammekueche est une recette traditionnelle des cuisine alsacienne, cuisine lorraine de la Moselle germanophone, et de la cuisine allemande des régions adjacentes du Pays de Bade, du Palatinat.;http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Tarte_flamb%C3%A9e_03.jpg/280px-Tarte_flamb%C3%A9e_03.jpg;https://fr.wikipedia.org/wiki/Tarte_flamb%C3%A9e
73; Les vins d’Alsace;Gewurztraminer d'Alsace;strasbourg;food;Le gewurztraminer d'Alsace, ou alsace gewurztraminer, est un vin blanc français produit dans le vignoble d'Alsace à partir du cépage gewurztraminer Rs.;http://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Gewurztraminer_-_vendage_tardive.jpg/280px-Gewurztraminer_-_vendage_tardive.jpg;https://fr.wikipedia.org/wiki/Gewurztraminer_d%27Alsace
74; Basilique Notre Dame de la Garde;Basilique Notre-Dame-de-la-Garde;marseille;monument;Notre-Dame-de-la-Garde (en provençal, Nouestro-Damo de la Gardo), souvent surnommée « la Bonne Mère » (la Boueno Maire en provençal), est une basilique mineure du XIXe siècle de l'Église catholique. Emblème de Marseille, dédiée à Notre-Dame de la Garde (protectrice de Marseille avec Saint Victor), elle domine la ville et la mer Méditerranée depuis le sommet de la colline Notre-Dame-de-la-Garde (site classé depuis 1917).;http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Notre_Dame_de_la_Garde.jpg/280px-Notre_Dame_de_la_Garde.jpg;https://fr.wikipedia.org/wiki/Basilique_Notre-Dame-de-la-Garde
75; L’Hôtel de Ville;Hôtel de ville de Marseille;marseille;monument;L'hôtel de ville de Marseille, situé quai du port dans le 2e arrondissement de Marseille, est un immeuble du XVIIe siècle qui abrite le bureau du maire de Marseille.;http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Marseille-H%C3%B4tel_de_ville-bjs180810-02.jpg/260px-Marseille-H%C3%B4tel_de_ville-bjs180810-02.jpg;https://fr.wikipedia.org/wiki/H%C3%B4tel_de_ville_de_Marseille
76; Château d’If;Château d'If;marseille;monument;Le château d'If est une forteresse française édifiée sur les ordres du roi François Ier, entre 1527 et 1529 sur l'îlot d'If de l'archipel du Frioul, proche des îles de Ratonneau et Pomègues au centre de la rade de Marseille.;http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Monte-Cristo_if_castle_-_marseille_France_by_JM_Rosier.JPG/280px-Monte-Cristo_if_castle_-_marseille_France_by_JM_Rosier.JPG;https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27If
77; Cathédrale la Major;Cathédrale Sainte-Marie-Majeure de Marseille;marseille;monument;La cathédrale de la Major ou cathédrale Sainte-Marie-Majeure est la cathédrale catholique de l'archidiocèse de Marseille.;http://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Marseille.Cath%C3%A9drale_Sainte-Marie-Majeure%2C_dite_Nouvelle_Major%281%29.jpg/280px-Marseille.Cath%C3%A9drale_Sainte-Marie-Majeure%2C_dite_Nouvelle_Major%281%29.jpg;https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Sainte-Marie-Majeure_de_Marseille
78; Palais Longchamp;Palais Longchamp;marseille;monument;Le palais Longchamp est un palais-château d'eau de style néo-classique-Second Empire du XIXe siècle, du quartier Cinq-Avenues du 4e arrondissement de Marseille, dans les Bouches-du-Rhône en Provence-Alpes-Côte d'Azur. Le site est inscrit aux monuments historiques depuis le 1er octobre 1974, et classé depuis le 18 novembre 1997 et 8 septembre 1999.;http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Palais_Longchamp_%28Marseille%29.jpg/260px-Palais_Longchamp_%28Marseille%29.jpg;https://fr.wikipedia.org/wiki/Palais_Longchamp
79; Arc de Triomphe;Liste des arcs de triomphe romains;marseille;monument;Cet article recense les arcs de triomphe romains, dont la fonction a bien été identifiée.;http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Djemila%2C_Algeria.jpg/170px-Djemila%2C_Algeria.jpg;https://fr.wikipedia.org/wiki/Liste_des_arcs_de_triomphe_romains
80; Abbaye Saint;Abbaye Saint-Victor de Marseille;marseille;monument;L’abbaye Saint-Victor de Marseille a été fondée au Ve siècle par Jean Cassien, à proximité des tombes de martyrs de Marseille, parmi lesquels saint Victor de Marseille († en 303 ou 304), qui lui donna son nom. L'abbaye prit une importance considérable au tournant du premier millénaire par son rayonnement dans toute la Provence. L'un de ses abbés, Guillaume de Grimoard, fut élu pape en 1362 sous le nom d'Urbain V. À partir du XVe siècle, l'abbaye entama un déclin irrémédiable.;http://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Abbaye_Saint-Victor_%28Marseille%29.jpg/280px-Abbaye_Saint-Victor_%28Marseille%29.jpg;https://fr.wikipedia.org/wiki/Abbaye_Saint-Victor_de_Marseille
81; La Vieille Charité-Victor;n/a;marseille;monument;n/a;n/a;n/a
82; L’Opéra de Marseille;Marseille;marseille;monument;Marseille (localement en occitan provençal : Marselha) est une commune du Sud-Est de la France, chef-lieu du département des Bouches-du-Rhône et de la région Provence-Alpes-Côte d'Azur.;http://upload.wikimedia.org/wikipedia/commons/thumb/0/09/MarseillePaysage.jpg/280px-MarseillePaysage.jpg;https://fr.wikipedia.org/wiki/Marseille
83; Fort Saint Jean;Fort Saint-Jean (Marseille);marseille;monument;Le fort Saint-Jean doit son nom à la commanderie des Hospitaliers de Saint-Jean de Jérusalem établie sur cet éperon, prolongement de la butte Saint-Laurent, vers la fin du XIIe siècle. Il est situé dans le quartier de l'Hôtel de ville, dans le 2e arrondissement. À cet emplacement, des vestiges de la toute première occupation grecque au VIe siècle av. J.-C. ont été découverts.;http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Fort-Jean_%C3%A0_Marseille_3.jpg/260px-Fort-Jean_%C3%A0_Marseille_3.jpg;https://fr.wikipedia.org/wiki/Fort_Saint-Jean_(Marseille)
84; Canebière;Canebière;marseille;lieu;La Canebière, anciennement Cannebis puis Cannebière (en occitan provençal : la Canebiera en norme classique ou la Canebiero en norme mistralienne) est une avenue du centre de Marseille mesurant 1 km, qui va de l'église des Réformés au Vieux Port et englobe, depuis 1927, la rue Noailles et les allées de Meilhan.;http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Marseille_Canebi%C3%A8re_and_Palais_de_la_Bourse.jpg/280px-Marseille_Canebi%C3%A8re_and_Palais_de_la_Bourse.jpg;https://fr.wikipedia.org/wiki/Canebi%C3%A8re
85; Vieux-Port;Vieux-Port de Marseille;marseille;lieu;Le Vieux-Port de Marseille (en provençal lo Pòrt Vielh selon la norme classique, lou Port-Vièi selon la norme mistralienne,,) est le plus ancien port de Marseille, ainsi que le centre historique et culturel de la ville depuis sa fondation sur ce site durant l'Antiquité. Le port était le centre économique de Marseille jusqu'au milieu du XIXe siècle, ouvert sur le commerce de la Mer Méditerranée puis des colonies françaises. Les activités portuaires de commerce furent ensuite déplacées vers d'autres sites plus au nord : les bassins de l'actuel Grand port maritime de Marseille.;http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Marseille_Old_Port.jpg/260px-Marseille_Old_Port.jpg;https://fr.wikipedia.org/wiki/Vieux-Port_de_Marseille
86; Le Panier;Le Panier;marseille;lieu;Le Panier désigne un quartier de Marseille situé dans le 2e arrondissement, partagé entre trois quartiers administratifs : Hôtel-de-Ville, Les Grands-Carmes et La Joliette. ;http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Rue_Panier_Marseille.jpg/280px-Rue_Panier_Marseille.jpg;https://fr.wikipedia.org/wiki/Le_Panier
87; Les Calanques;Calanques;marseille;lieu;Les Calanques, connues aussi sous l'appellation calanques de Marseille, sont constituées d'une succession d'anses et de criques s'étendant sur plus de vingt kilomètres de côtes sur la mer Méditerranée entre les quartiers marseillais de la Madrague de Montredon et des Goudes d'une part, et entre le cap Croisette et la ville de Cassis d'autre part. Elles sont réparties sur le littoral des massifs de Marseilleveyre et du Puget. Par commodité de langage, cet ensemble montagneux est aussi appelé massif des Calanques. C'est l'un des sites naturels les plus remarquables de France et une zone majeure de ressourcement pour le 1,5 à 2 millions de visiteurs par an à terre et en mer. ;http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Carte_calanques_marseille.jpg/280px-Carte_calanques_marseille.jpg;https://fr.wikipedia.org/wiki/Calanques
88; Les Plages du Prado;Plages du Prado;marseille;lieu;Les plages du Prado sont un aménagement artificiel du littoral créé à la fin des années 1970 par Gaston Defferre à Marseille. Les plages ont été construites sur 20 hectares pris sur la mer, à l'aide des remblais issus de la construction des deux lignes de métro marseillaises. Leur construction est due en partie au fait qu'avant cela, les jours de mistral, les vagues de la mer venaient mourir au bord de la chaussée, arrosant copieusement passants et véhicules. ;http://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Mistral_gagnant_Plages_du_Prado%2C_Marseille.jpg/280px-Mistral_gagnant_Plages_du_Prado%2C_Marseille.jpg;https://fr.wikipedia.org/wiki/Plages_du_Prado
89; Le Parc Borelly;Parc Borély;marseille;lieu;Le parc Borély est un des parcs et jardins publics de Marseille, du quartier de Bonneveine dans le 8e arrondissement de Marseille. Historiquement associé au château Borély et hippodrome-golf Marseille Borély, à proximité des plages du Prado, au bout de la corniche du Président-John-Fitzgerald-Kennedy, il est labellisé « jardin remarquable ».;http://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Marseille-Ch%C3%A2teau_Bor%C3%A9ly%282%29.jpg/280px-Marseille-Ch%C3%A2teau_Bor%C3%A9ly%282%29.jpg;https://fr.wikipedia.org/wiki/Parc_Bor%C3%A9ly
90; Le Cours Julien;Cours Julien;marseille;lieu;Le cours Julien se situe dans le quartier Notre-Dame du Mont (6e arrondissement). Il comprend deux parties : une vaste place piétonne qui va de la rue des Trois-Frères-Barthélémy à la rue Armand-Bédarride et une voie  ouverte à la circulation automobile de la rue Armand-Bédarride au boulevard Garibaldi.;http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Cours_Julien_%C3%A0_Marseille_%28France%29.jpg/280px-Cours_Julien_%C3%A0_Marseille_%28France%29.jpg;https://fr.wikipedia.org/wiki/Cours_Julien
91; Le Vallon des Auffes;Vallon des Auffes;marseille;lieu;Le vallon des Auffes (en occitan provençal Lo Valon deis Aufas) est un petit port de pêche pittoresque traditionnel sur la corniche Kennedy, du quartier d'Endoume, dans le 7e arrondissement de Marseille. Il se situe à 2 km au sud-ouest du Vieux-Port, entre la plage des Catalans et l'anse de Malmousque.;http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/MarseillesRade.jpg/260px-MarseillesRade.jpg;https://fr.wikipedia.org/wiki/Vallon_des_Auffes
92; La Corniche JF Kennedy;n/a;marseille;lieu;n/a;n/a;n/a
93; Le Vélodrome;Stade Vélodrome;marseille;lieu;Le stade Vélodrome (appelé Orange Vélodrome par contrat de naming depuis 2016) est une enceinte sportive située à Marseille en France. Bâti dans le 8e arrondissement, c'est le principal équipement sportif de Marseille et le second stade de France en termes de capacité. Le Vélodrome est, depuis son inauguration en 1937, utilisé par le club de football de l'Olympique de Marseille.;http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Stade_V%C3%A9lodrome_1.jpg/260px-Stade_V%C3%A9lodrome_1.jpg;https://fr.wikipedia.org/wiki/Stade_V%C3%A9lodrome
94; Le MuCEM;Musée des Civilisations de l'Europe et de la Méditerranée;marseille;museum;Le musée des Civilisations de l'Europe et de la Méditerranée (Mucem) est un musée national situé à Marseille. Il a ouvert le 7 juin 2013, lorsque Marseille était la Capitale européenne de la culture. Sa superficie totale est de 45 000 mètres carrés dont 4 900 m2 d'espace d'exposition et 7 000 m2 de réserves comprenant les quelque 350 000 références du musée.;http://upload.wikimedia.org/wikipedia/fr/thumb/7/79/Logo_Mucem.jpg/130px-Logo_Mucem.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_Civilisations_de_l%27Europe_et_de_la_M%C3%A9diterran%C3%A9e
95; Le Musée du Savon;MuSaMa;marseille;museum;MuSaMa, est un musée consacré à la fabrication artisanale du savon de Marseille.;n/a;https://fr.wikipedia.org/wiki/MuSaMa
96; Le Musée de l’histoire de Marseille;Musée d'histoire de Marseille;marseille;museum;Le musée d'histoire de Marseille est un musée consacré à l'histoire de la ville de Marseille. Fondé en 1983, il a été entièrement rénové et a rouvert  le 14 septembre 2013 à l'occasion de Marseille-Provence 2013.;http://upload.wikimedia.org/wikipedia/fr/thumb/c/c6/Logo_MHM.jpg/130px-Logo_MHM.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_d%27histoire_de_Marseille
97; Le Musée des Beaux-Arts;Musée des Beaux-Arts de Marseille;marseille;museum;Le musée des Beaux-Arts de Marseille, en Provence-Alpes-Côte d'Azur, est l'un des principaux musées de la ville. Installé dans une aile du palais Longchamp il présente une collection de peintures, sculptures et dessins du XVIe au XIXe siècle.;http://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Palais_Longchamp.jpg/260px-Palais_Longchamp.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_Beaux-Arts_de_Marseille
98; Museum d’Histoire Naturelle;Muséum national d'histoire naturelle;marseille;museum;Le Muséum national d'histoire naturelle (MNHN) est un établissement français d'enseignement, de recherche et de diffusion de la culture scientifique naturaliste (sciences de la vie, sciences de la Terre, anthropologie et disciplines dérivées). Fondé en 1793 en continuité du Jardin royal des plantes médicinales créé en 1626, c'est l'un des plus anciens établissements mondiaux de ce type. Il est doté du statut de grand établissement et placé sous la double tutelle administrative des ministères de l'Enseignement supérieur et de la Recherche et de l'Environnement,. Son siège est le jardin des plantes de Paris mais il comporte d'autres sites, aussi bien à Paris qu'en différents lieux de France. Le Muséum dispose d'un personnel d'environ 2 200 membres dont 500 chercheurs. Depuis la réforme de 2014, il est dirigé par un Président, assisté de directeurs-généraux délégués.;http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/MNHN-logo.jpg/260px-MNHN-logo.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9um_national_d%27histoire_naturelle
99; Musée d’Art Contemporain;Musée d'Art contemporain de Marseille;marseille;museum;Le musée d'art contemporain de Marseille, également appelé « MAC », est le musée de la ville consacré à l'art contemporain avec des collections d'œuvres des années 1960 à nos jours.;http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Theo_van_Doesburg_010_%28detail%29.jpg/26px-Theo_van_Doesburg_010_%28detail%29.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_d%27Art_contemporain_de_Marseille
